source	target	kind	discovery	blame_date	file_created	evidence
47	50	context	at-creation	2026-08-03	2026-08-03	pipelines are a separate and larger fork** and should be decided in M-50 on their own merits,
47	37	prerequisite	at-creation	2026-08-03	2026-08-03	**Sequencing.** After M-37, which owns the FS server's block path. **Effort: 2 lanes
47	122	context	later	2026-09-03	2026-08-03	- **Done.** The sequencing question this block leaves open, that M-122 (`OPENDIR` reaches
47	154	context	later	2026-09-03	2026-08-03	- **M-154.** `bind` in a two-grant shell stays host-tested only. Both real entry points
47	109	context	later	2026-09-03	2026-08-03	per-batch caretaker, so `xargs` stops after batch one. M-109's block names this as this
48	47	prerequisite	at-creation	2026-08-04	2026-08-03	**Sequencing.** Phase one after M-47 (navigation and naming), because it wants `jobs` alongside
49	56	context	later	2026-08-27	2026-08-03	authenticates against the credential service M-56 already built. **It is now wired into the
49	155	context	later	2026-08-25	2026-08-03	M-155's `identity_provisioner`.
49	159	context	later	2026-08-25	2026-08-03	real hardware entropy is sorted, M-159); this update does not move the status line, and says
49	153	prerequisite	later	2026-08-26	2026-08-03	one code (M-153) is what made it expensive to find: four separate memory hypotheses were
49	152	context	later	2026-08-22	2026-08-03	**A named prerequisite for M-152 (durable delegation)**, minted 2026-08-22: a scheduled job
49	129	prerequisite	later	2026-08-22	2026-08-03	registered by a specific user (M-129's #387) needs a durable principal to be supervised by,
49	47	context	at-creation	2026-08-03	2026-08-03	| **Isolation between humans** | M-47's per-shell root. Two people's shells hold different directory capabilities and neither can *name* the other's ...
49	22	context	at-creation	2026-08-03	2026-08-03	M-22 did something Unix structurally cannot: `root_supervisor` **gives its authority away**, deleting
49	56	context	later	2026-08-22	2026-08-03	(provisional).** It holds the credential service's verify endpoint (M-56, unmodified: neither
49	155	context	later	2026-08-23	2026-08-03	lookup table, matching exactly what M-155's `identity_provisioner` creates at provisioning
49	152	context	later	2026-08-22	2026-08-03	also composes for free with M-152's durable per-user sessions: once a user's session exists,
49	152	context	later	2026-08-27	2026-08-03	boot-wiring and terminal work this update closes out. **M-152 (durable delegation) gates on
49	155	context	later	2026-08-23	2026-08-03	at provisioning time by M-155's `identity_provisioner` rather than auto-vivified at login.
49	155	context	later	2026-08-27	2026-08-03	(M-155), run once per boot against the generated password below. `design/roadmap/155-*`
49	159	context	later	2026-08-26	2026-08-03	M-159, a real hardware entropy source (the JH7110's TRNG, minted alongside S-120), remains
49	104	context	later	2026-08-24	2026-08-03	inconsistent with M-104's discipline (init refuses to load a program whose bytes do not
49	152	context	later	2026-09-03	2026-08-03	- **M-152.** Durable delegation, which gates on this milestone reaching BUILT so that a
49	153	context	later	2026-09-03	2026-08-03	- **M-153.** `OutOfMemory` collapsing a spent budget, a full capability table and
49	159	context	later	2026-09-03	2026-08-03	- **M-159.** A real hardware entropy source, the JH7110's TRNG. The boot wiring here runs on
49	153	context	later	2026-09-03	2026-08-03	`design/roadmap/153-out-of-memory-causes.md` carries the account.
49	480	context	later	2026-09-20	2026-08-03	M-480 (design/roadmap/480-a-server-that-logs-which-channel-a-request-arrived-on.md), which
49	481	context	later	2026-09-20	2026-08-03	This refusal is M-481 (design/roadmap/481-terminal-multiplexing.md), which carries it with
50	48	context	at-creation	2026-08-03	2026-08-03	the same grounds M-48 retired `SIGTTIN` and `SIGTSTP`: the question the signal answered is
50	31	context	at-creation	2026-08-03	2026-08-03	grants the *program* a file its manifest declared it wanted (M-31, a capability shell; the
50	482	context	later	2026-09-20	2026-08-03	This refusal is M-482 (design/roadmap/482-a-buffering-stage-between-pipe-ends.md), which
50	483	context	later	2026-09-20	2026-08-03	This refusal is M-483 (design/roadmap/483-the-console-server-on-the-sink-protocol.md),
50	48	context	later	2026-09-03	2026-08-03	- **M-48.** Revisiting `fg` with pipelines in hand, which this block's sequencing paragraph
51	47	context	at-creation	2026-08-03	2026-08-03	anyway". M-47's `mkdir`/`create` work will want them, so this unblocks that.
51	16	context	at-creation	2026-08-03	2026-08-03	| VisionFive 2 | its own RTC (board bring-up, M-16a) | via DTB |
51	31	context	at-creation	2026-08-03	2026-08-03	"M-31's manifest machinery", which is a defensible scope call that nonetheless leaves the
51	47	context	at-creation	2026-08-03	2026-08-03	and the status said otherwise until he checked. Being folded into the M-47 grammar lane, which
51	30	context	at-creation	2026-08-03	2026-08-03	the NIC are M-30's to prove, and nothing in slirp answers UDP 123, so there is no offline
51	106	context	later	2026-09-03	2026-08-03	- **M-106.** The timed-wait fork, which is bigger than this milestone and which the block
51	106	context	later	2026-09-03	2026-08-03	- **M-106.** The NTP client is a one-shot synchroniser rather than a polling service,
51	47	context	later	2026-09-03	2026-08-03	- **M-47.** `date` was reachable from a test and not from the prompt, because
51	47	context	later	2026-09-03	2026-08-03	`grant_plan::Prog` knew only four programs. Folded into the M-47 grammar lane, which owns
51	30	context	later	2026-09-03	2026-08-03	- **M-30.** smoltcp, UDP and the NIC are unproven on this path, and nothing in slirp answers
51	265	context	later	2026-09-14	2026-08-03	written; M-265 renamed it) is unauthenticated NTPv4 and says so in its
51	484	context	later	2026-09-20	2026-08-03	This refusal is M-484 (design/roadmap/484-iana-zone-rules-and-strftime.md), which carries
52	50	prerequisite	later	2026-08-14	2026-08-03	after M-50, which is BUILT as of 2026-08-14's status catch-up, so that half of the gate is
52	435	context	later	2026-09-19	2026-08-03	2026-09-19 by M-435's lane because this gate had named no decision since the block was
52	50	context	at-creation	2026-08-03	2026-08-03	## Most of what subshells are used for, M-50 already answers
52	50	context	at-creation	2026-08-03	2026-08-03	| Each side of `a \| b` | M-50: the shell spawns two children and grants an endpoint. No subshell needed |
52	50	context	at-creation	2026-08-03	2026-08-03	| `$( ... )` command substitution | M-50: a pipe whose reader is the shell |
52	48	context	at-creation	2026-08-03	2026-08-03	| `( ... ) &` backgrounding a group | M-48: a job is what the shell holds capabilities for |
52	47	context	at-creation	2026-08-03	2026-08-03	unlink with revoke (M-47). Separating them has been the right answer twice.
52	47	context	at-creation	2026-08-03	2026-08-03	M-47's rule only if it genuinely covers the uses; it does not cover isolation.
52	50	prerequisite	at-creation	2026-08-03	2026-08-03	**Sequencing.** After M-50 (pipes and redirection), because 50 removes most of the
53	55	context	later	2026-08-14	2026-08-03	workload (M-55) measures sustained sequential write and endurance, which SD media fails,
53	87	context	later	2026-08-14	2026-08-03	and because a real PCIe root-complex driver compounds into M-87's x86 machine where an
53	16	context	at-creation	2026-08-03	2026-08-03	**In brief.** M-16a boots a VisionFive 2 (firmware contract, NS16550, PLIC, Sv39). It does not
53	163	context	later	2026-09-03	2026-08-03	- **M-163.** The board-side PLDA XpressRICH root complex that would carry the NVMe driver
53	224	context	later	2026-09-03	2026-08-03	power-cycle the board: M-224 is NOT-STARTED on a DECISION gate, and its own measurements
53	55	context	later	2026-09-03	2026-08-03	- **Recorded.** Half the reason NVMe was picked over SD is gone: M-55 is REMOVED as of
54	55	context	later	2026-08-30	2026-08-03	retired and M-55's premise went with it. The status word says BUILT because it was built,
54	65	context	later	2026-08-17	2026-08-03	with three verdicts, and `smb_server::CredentialAuthenticator` over M-65's verify endpoint.
54	107	context	later	2026-08-17	2026-08-03	RECLASSIFIED-NEGATION: Nothing gated this after M-107 merged on 2026-08-04, and the block nevertheless sat behind a
54	65	context	later	2026-08-17	2026-08-03	kernel suite has asserted a sentence by that name since M-65 against a stand-in. It now
54	56	context	later	2026-08-17	2026-08-03	which is M-56's subject rather than this one's, and it is now the head of the customer path.
54	55	context	later	2026-08-17	2026-08-03	- **M-55 is unblocked, and takes over from here.** Its remaining SMB-side gap was identity;
54	55	context	at-creation	2026-08-03	2026-08-03	| **SMB3** | Built in | **Large** | **The one that is actually required**: the only path to Time Machine (M-55) |
54	32	context	at-creation	2026-08-03	2026-08-03	`fs_proto` over RedoxFS, M-32. A network protocol is therefore an **adapter** that speaks the
54	55	prerequisite	at-creation	2026-08-03	2026-08-03	endpoint**. So this milestone is the adapter *pattern* plus whatever protocol M-55 needs, and
54	47	context	at-creation	2026-08-03	2026-08-03	M-47's `enumerate`/`open`/`create`/`remove` split is what expresses "this client may write
54	56	context	later	2026-09-03	2026-08-03	- **M-56.** The demo boot still admits guests, because there is no way to tell a running
54	56	context	later	2026-09-03	2026-08-03	[MS-NLMP] S-4.2.1's published fixture. What closes it is a provisioning path, which M-56
54	56	context	later	2026-09-03	2026-08-03	- **M-56.** The server challenge is the adapter's `now()`, a clock rather than entropy, so
54	55	context	later	2026-09-03	2026-08-03	- **M-55.** Apple's own surface, deliberately kept out of this milestone: the `AAPL` create
54	55	context	later	2026-09-03	2026-08-03	context, Time Machine flags, Apple metadata, `posix_rename` and durability. M-55's premise
54	327	context	later	2026-09-19	2026-08-03	- **M-327.** Replace the SMB
54	65	context	later	2026-09-14	2026-08-03	subdirectories, and proved who it was against M-65's store while the adapter held no key.
55	57	context	later	2026-08-17	2026-08-03	attributes at all" was true when it was written and is not now: M-57 built xattrs into
55	138	context	later	2026-08-19	2026-08-03	block that made a backup *faster* rather than possible. M-138 step 3 grew the file
55	54	context	later	2026-08-17	2026-08-03	**The identity substrate arrived 2026-08-17** (M-54, pull request #274), which was this
55	56	context	later	2026-08-17	2026-08-03	that is M-56's shape rather than either of these two blocks'. See notes/smb.md's BUGS.
55	54	context	later	2026-08-22	2026-08-03	4. **Identity**, inherited from M-54, pull request #274, 2026-08-17: NTLMv2 while the adapter
55	53	context	later	2026-08-22	2026-08-03	this scoping pass found by reading M-53 rather than assuming a board and a cable would do.
55	53	context	later	2026-08-22	2026-08-03	only exists under QEMU; real silicon has none. M-53 ("The board's own peripherals: network and
55	163	context	later	2026-08-24	2026-08-03	root-complex work that carries the NVMe driver to the real M.2 slot (M-163, NOT-STARTED). **aarch64 has no board at all
55	53	context	later	2026-08-22	2026-08-03	"tested by actually cutting power" (M-53's storage half), which a QEMU flush count cannot
55	53	prerequisite	later	2026-08-22	2026-08-03	stand in for. That needs M-53's NVMe path on real silicon, not just the network half, so a
55	131	context	later	2026-08-22	2026-08-03	**Adjacent, not blocking: M-131.** The share this milestone builds still admits guests, and a
55	131	context	later	2026-08-22	2026-08-03	family backup target that admits guests is not one calef would trust with the only copy. M-131
55	57	context	later	2026-08-17	2026-08-03	M-57 built xattrs into `fs_proto` (`GETXATTR`/`SETXATTR`/`LISTXATTR`/`REMOVEXATTR`, ops
55	47	context	later	2026-08-14	2026-08-03	offers and must be truthful) and M-47's `mv` section.
55	56	context	at-creation	2026-08-03	2026-08-03	It also means M-56's credential service holds **three identities**, not one, from the start.
